,Username,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
85,@CBSNews,"While President Trump says he's ""well prepared"" to meet with North Korean leader Kim Jong Un on Tuesday, he also sa… https://t.co/9JDH4hzafA",Fri Jun 08 11:08:54 +0000 2018,0.4588,0.167,0.0,0.833,86
86,@CBSNews,President Trump will leave the White House shortly to begin several days of high-stakes diplomacy. At the G7 summit… https://t.co/EfEa0Qn8vG,Fri Jun 08 11:06:45 +0000 2018,-0.0516,0.0,0.059,0.941,87
87,@CBSNews,The youngest sister of Queen Maxima of Holland has been found dead in her apartment in Argentina's capital… https://t.co/4CP4azaRWs,Fri Jun 08 10:59:55 +0000 2018,-0.6486,0.0,0.193,0.807,88
88,@CBSNews,We're in Quebec and Singapore with what to expect from today's G-7 in Canada and the June 12th summit with North Ko… https://t.co/K6pTEAZDuI,Fri Jun 08 10:41:34 +0000 2018,0.0,0.0,0.0,1.0,89
89,@CBSNews,"RT @CBSThisMorning: COMING UP ON @CBSThisMorning :
🔜 @biannagolodryga on North Korea summit preparation 
🔜 @BojorquezCBS with the latest fr…",Fri Jun 08 10:40:39 +0000 2018,0.0,0.0,0.0,1.0,90
90,@CBSNews,"Mexico still isn't going to pay ""for that f*****g wall,"" former Mexican president says
https://t.co/WXyq8Kv4td (via… https://t.co/R4Eus1FODu",Fri Jun 08 10:40:18 +0000 2018,0.0762,0.075,0.0,0.925,91
91,@CBSNews,"Coming up on @CBSThisMorning: @JDickerson explores the many benefits of Japanese ""forest bathing"" for our… https://t.co/UbJVQZnQjP",Fri Jun 08 10:38:17 +0000 2018,0.3818,0.148,0.0,0.852,92
92,@CBSNews,"Alleged Russian airstrikes kill dozens in Syria ""de-escalation"" zone in Idlib https://t.co/iT67m420sW https://t.co/ouYit4BvcG",Fri Jun 08 10:20:01 +0000 2018,-0.6908,0.0,0.281,0.719,93
93,@CBSNews,White House launches new anti-opioid ad campaign aimed at youth https://t.co/vygAsdfiw4 https://t.co/Bo0KTqsK0a,Fri Jun 08 10:03:04 +0000 2018,0.0,0.0,0.0,1.0,94
94,@CBSNews,"2018 Belmont Stakes: Horses, odds, how to watch https://t.co/EYMkyrez4l https://t.co/AmCVROrB3W",Fri Jun 08 09:48:04 +0000 2018,0.0,0.0,0.0,1.0,95
95,@CBSNews,Arizona couple killed in shooting spree were friends with suspected gunman https://t.co/QhD3Gy4VtF https://t.co/AwLrlTGRx1,Fri Jun 08 09:33:05 +0000 2018,-0.5106,0.159,0.328,0.513,96
96,@CBSNews,Kate Spade's death shines light on alarming increase in suicide rates https://t.co/AcfvMrvVKD https://t.co/New0CkqlJA,Fri Jun 08 09:18:03 +0000 2018,-0.8225,0.108,0.467,0.425,97
97,@CBSNews,Terrell Owens won't attend Pro Football Hall of Fame induction ceremony https://t.co/i0bN4G9ego https://t.co/3IuF4ysfrC,Fri Jun 08 09:03:05 +0000 2018,0.4404,0.195,0.0,0.805,98
98,@CBSNews,Maryland gubernatorial candidate tells Trump to kiss off in new ad https://t.co/tDJRcsXO9R https://t.co/4boFYT9DWG,Fri Jun 08 08:48:05 +0000 2018,0.4215,0.189,0.0,0.811,99
99,@CBSNews,Report: Arkansas man admits intentionally contracting HIV to infect others https://t.co/Iym7dtvZ6l https://t.co/zcs3ZjyGiG,Fri Jun 08 08:33:04 +0000 2018,0.296,0.167,0.0,0.833,100
