,Username,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
69,@CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/i2jXXWsmYb",Fri Jun 08 21:16:00 +0000 2018,0.2732,0.1,0.0,0.9,70
70,@CNN,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/aXXb5ZbpBV via… https://t.co/ti89eWBycQ,Fri Jun 08 21:11:07 +0000 2018,0.0,0.0,0.0,1.0,71
71,@CNN,RT @TheLeadCNN: We called it out with Obama and we will call it out with Trump: The Justice Department seizing a reporter’s phone and email…,Fri Jun 08 21:02:21 +0000 2018,0.5267,0.129,0.0,0.871,72
72,@CNN,"RT @CNNnewsroom: CNN's Erica Hill mourns the death of Anthony Bourdain: ""He was an incredibly gifted chef ... and a masterful storyteller.…",Fri Jun 08 21:01:48 +0000 2018,-0.8074,0.0,0.278,0.722,73
73,@CNN,Anthony Bourdain's life in pictures https://t.co/is5mJldryI https://t.co/01UrJiYyIr,Fri Jun 08 21:01:08 +0000 2018,0.0,0.0,0.0,1.0,74
74,@CNN,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/gGybmynZAx",Fri Jun 08 20:51:06 +0000 2018,-0.2732,0.0,0.104,0.896,75
75,@CNN,"Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's dea… https://t.co/rM4AOMBupn",Fri Jun 08 20:46:04 +0000 2018,0.0,0.0,0.0,1.0,76
76,@CNN,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/Thg0mxkvp6",Fri Jun 08 20:46:00 +0000 2018,0.5859,0.223,0.074,0.703,77
77,@CNN,President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,Fri Jun 08 20:41:06 +0000 2018,0.0,0.0,0.0,1.0,78
78,@CNN,"Bond has been set for National Security Council contractor Martese Edwards, who was arrested outside the White Hous… https://t.co/mujt59MqSz",Fri Jun 08 20:36:07 +0000 2018,-0.1779,0.107,0.138,0.756,79
79,@CNN,"Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsettin… https://t.co/iJc68S2Ws0",Fri Jun 08 20:31:00 +0000 2018,-0.296,0.119,0.217,0.664,80
80,@CNN,The Philadelphia Police Department has announced a new policy on handling trespassing calls after the arrests of tw… https://t.co/vV3ZM8oHVb,Fri Jun 08 20:26:06 +0000 2018,-0.4404,0.0,0.146,0.854,81
81,@CNN,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/kmwpJmGoZt,Fri Jun 08 20:21:03 +0000 2018,0.0,0.0,0.0,1.0,82
82,@CNN,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/Y608587isj,Fri Jun 08 20:16:00 +0000 2018,0.0,0.0,0.0,1.0,83
83,@CNN,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/K31KxdDFLq",Fri Jun 08 20:11:00 +0000 2018,0.4767,0.147,0.0,0.853,84
84,@CNN,"Carl Higbie, a top staffer at a non-profit group closely aligned with President Donald Trump, resigned his post thi… https://t.co/LAZwpo4oqF",Fri Jun 08 20:01:05 +0000 2018,-0.0516,0.091,0.101,0.808,85
85,@CNN,"Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we lov… https://t.co/Fz4P1hGpJx",Fri Jun 08 19:51:07 +0000 2018,0.0,0.0,0.0,1.0,86
86,@CNN,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/JhIzPa2ZSr",Fri Jun 08 19:46:00 +0000 2018,0.0,0.0,0.0,1.0,87
87,@CNN,"In honor of the 70th anniversary of Porsche's first car, here are stories behind the brand's best-loved designs… https://t.co/CX6eRWJa2F",Fri Jun 08 19:41:04 +0000 2018,0.4939,0.151,0.0,0.849,88
88,@CNN,"A US service member was killed Friday in southern Somalia, according to US military officials… https://t.co/cAoCFIfETc",Fri Jun 08 19:36:04 +0000 2018,-0.6705,0.0,0.243,0.757,89
89,@CNN,3D-printed concrete houses are coming to the Netherlands. Here's what they look like. https://t.co/uWmF4SVZCg https://t.co/GqaIuT0Vic,Fri Jun 08 19:31:00 +0000 2018,0.3612,0.152,0.0,0.848,90
90,@CNN,Democrats ask the FBI and the Justice Department to investigate EPA Administrator Scott Pruitt… https://t.co/34exrNYw1s,Fri Jun 08 19:21:04 +0000 2018,0.5267,0.195,0.0,0.805,91
91,@CNN,Amal Clooney's heartfelt speech moved George Clooney to tears https://t.co/AZUEjV961z https://t.co/a2qGIZfOFq,Fri Jun 08 19:11:07 +0000 2018,0.3818,0.243,0.132,0.625,92
92,@CNN,The House is set to vote on more than two dozen bills this month aimed at fighting the opioid crisis… https://t.co/srH4Vvfc4A,Fri Jun 08 19:01:07 +0000 2018,-0.3612,0.0,0.111,0.889,93
93,@CNN,Porsche's first electric car will be called the Taycan https://t.co/bM13R1fx1m https://t.co/4yIhA7CQSM,Fri Jun 08 18:50:06 +0000 2018,0.0,0.0,0.0,1.0,94
94,@CNN,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/6gtsHisiHY",Fri Jun 08 18:46:00 +0000 2018,0.3612,0.122,0.0,0.878,95
95,@CNN,"President Trump says the Coast Guard rescued people who ""went out in their boats to watch"" Hurricane Harvey. Local… https://t.co/LcGzTssrfC",Fri Jun 08 18:40:07 +0000 2018,0.4215,0.128,0.0,0.872,96
96,@CNN,"In the Maldives, a resort offers endangered sea turtles a new life #WorldOceansDay https://t.co/hA4z3vuBhX https://t.co/a5UL82Ep34",Fri Jun 08 18:30:11 +0000 2018,0.0,0.0,0.0,1.0,97
97,@CNN,President Trump says he wants to meet with NFL players and athletes who kneel during the National Anthem so they ca… https://t.co/a8qhmraLav,Fri Jun 08 18:20:09 +0000 2018,0.0,0.0,0.0,1.0,98
98,@CNN,BREAKING: Prosecutors file new indictment against ex-Trump campaign chairman Paul Manafort that also names Konstant… https://t.co/mcNL8MByaa,Fri Jun 08 18:19:40 +0000 2018,0.0,0.0,0.0,1.0,99
99,@CNN,Anthony Bourdain helped a kid fighting leukemia make his dream trip to find the world's best seafood… https://t.co/S9g8dbdQuE,Fri Jun 08 18:10:06 +0000 2018,0.5719,0.273,0.11,0.617,100
