,Username,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
78,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/xGQLRwWfmB https://t.co/Ex6BRUWjhW,Fri Jun 08 13:00:20 +0000 2018,0.0,0.0,0.0,1.0,79
79,@nytimes,President Trump said that his decision to abandon the Iran deal had already curbed Iran's aggressive behavior. He c… https://t.co/gmY6FpgKEU,Fri Jun 08 12:50:09 +0000 2018,-0.5423,0.0,0.2,0.8,80
80,@nytimes,"Breaking News: President Trump said he supported readmitting Russia to the Group of 7, putting him further at odds… https://t.co/mp9fKpqN9P",Fri Jun 08 12:43:47 +0000 2018,0.3182,0.108,0.0,0.892,81
81,@nytimes,"For the past several years, Anthony Bourdain hosted the show ""Parts Unknown"" on CNN and was working on an episode i… https://t.co/0KPrjoIdSx",Fri Jun 08 12:40:00 +0000 2018,0.0,0.0,0.0,1.0,82
82,@nytimes,"In the hours before the G7, President Trump and the other leaders waged a nasty Twitter fight over trade, ditching… https://t.co/R9QgkMRDsp",Fri Jun 08 12:31:05 +0000 2018,-0.7351,0.0,0.256,0.744,83
83,@nytimes,A shopping mall in China introduced pedestrian lanes for walkers who are glued to their phones https://t.co/Ny75iiDoLX,Fri Jun 08 12:20:09 +0000 2018,0.0,0.0,0.0,1.0,84
84,@nytimes,"Your daily @DealBook Briefing:

• Verizon names its next CEO. 

• The Justice Department’s antitrust chief weighs i… https://t.co/HPwueTzstC",Fri Jun 08 12:11:05 +0000 2018,0.5267,0.175,0.0,0.825,85
85,@nytimes,The Twitter habits of a sports executive’s wife have caused him to lose his job in inglorious fashion https://t.co/hbIzaj7SC3,Fri Jun 08 12:01:28 +0000 2018,-0.4019,0.0,0.137,0.863,86
86,@nytimes,"A year after the death of Freddie Gray, a teenager known as Nook was shot and killed by a police officer in Baltimo… https://t.co/SsbHrVzjBn",Fri Jun 08 11:45:03 +0000 2018,-0.8555,0.0,0.307,0.693,87
87,@nytimes,"Breaking News: Anthony Bourdain, whose memoir about the dark corners of New York’s restaurants started a TV career,… https://t.co/x9oLeqDwjZ",Fri Jun 08 11:42:32 +0000 2018,0.0,0.0,0.0,1.0,88
88,@nytimes,"Justin Trudeau said at a news conference with Emmanuel Macron that ""we are going to defend our industries and our w… https://t.co/RtA9at0bcZ",Fri Jun 08 11:30:09 +0000 2018,0.0,0.0,0.0,1.0,89
89,@nytimes,The relatives of a Baltimore teenager think they know the name of the police officer who killed him. But when his m… https://t.co/sNMkreeTFr,Fri Jun 08 11:15:10 +0000 2018,-0.4118,0.0,0.116,0.884,90
90,@nytimes,"Bullhorns, banners, drones and spray paint have all been banned around the resort island where President Trump and… https://t.co/j7t3zXCmmQ",Fri Jun 08 11:00:13 +0000 2018,-0.4588,0.0,0.143,0.857,91
91,@nytimes,"Matt Lauer, who lost his job over sexual misconduct allegations, will be allowed to keep his ranch in New Zealand,… https://t.co/m7iKk4768X",Fri Jun 08 10:44:04 +0000 2018,-0.3182,0.0,0.103,0.897,92
92,@nytimes,"""Iran is not the same country that it was a few months ago,"" President Trump said https://t.co/xvVwjJjHdI",Fri Jun 08 10:31:05 +0000 2018,0.0,0.0,0.0,1.0,93
93,@nytimes,"A dermatologist who can be seen on video dancing to the hip-hop song ""Cut It"" while performing a surgical procedure… https://t.co/HkbDalUxua",Fri Jun 08 10:14:06 +0000 2018,-0.2732,0.0,0.104,0.896,94
94,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/JQo2O2Pkc3 https://t.co/Iv7TtOAWnx,Fri Jun 08 10:00:11 +0000 2018,0.0,0.0,0.0,1.0,95
95,@nytimes,"In Opinion

Op-Ed contributor @kenbensinger writes: Vladimir Putin saw hosting the World Cup as a vital way to proj… https://t.co/brs1japTBR",Fri Jun 08 09:46:01 +0000 2018,0.296,0.109,0.0,0.891,96
96,@nytimes,"After heavy lobbying by the chemical industry, the Trump administration is scaling back the way it conducts safety… https://t.co/QoJHNre15B",Fri Jun 08 09:30:02 +0000 2018,-0.0772,0.0,0.067,0.933,97
97,@nytimes,"""The American President may not mind being isolated, but neither do we mind signing a 6 country agreement if need b… https://t.co/AtXCtuRZJ6",Fri Jun 08 09:16:02 +0000 2018,0.6986,0.243,0.0,0.757,98
98,@nytimes,"The Justice Department secretly seized years' worth of a New York Times reporter’s phone and email records, its fir… https://t.co/K6mfvUoIIx",Fri Jun 08 08:59:05 +0000 2018,0.6486,0.238,0.0,0.762,99
99,@nytimes,President Trump exaggerated trade deficit with the European Union by $50 billion https://t.co/68PcSAbFrs,Fri Jun 08 08:44:06 +0000 2018,-0.4767,0.0,0.272,0.728,100
